datadate,year,tic,conm,cik,conml
31dec2014,2014,"BIDU","BAIDU INC","0001329099","Baidu Inc"
30sep2003,2003,"9352B","UNITED STATES POSTAL SERVICE","","United States Postal Service"
31dec2001,2001,"PCL","PLUM CREEK TIMBER CO INC","0000849213","Plum Creek Timber Co Inc."
31dec2014,2014,"ESGR","ENSTAR GROUP LTD","0001363829","Enstar Group Ltd"
31dec2015,2015,"CBD","COMPANHIA BRASILEIRA DE DIST","0001038572","Companhia Brasileira De Distribuicao"
31dec2007,2007,"BRL","BARR PHARMACEUTICALS INC","0000010081","Barr Pharmaceuticals Inc"
30sep2009,2009,"JCI","JOHNSON CONTROLS INTL PLC","0000833444","Johnson Controls International Plc"
31dec2003,2003,"GILD","GILEAD SCIENCES INC","0000882095","Gilead Sciences Inc"
31dec2016,2016,"ADM","ARCHER-DANIELS-MIDLAND CO","0000007084","Archer-Daniels-Midland Co"
31dec2013,2013,"BHC","BAUSCH HEALTH COMPANIES INC","0000885590","Bausch Health Cos Inc"
30jun2016,2016,"BHP","BHP GROUP LTD","0000811809","BHP Group Ltd"
30jun2016,2016,"BZZT.1","BILLITON PLC","0001171264","Billiton PLC"
31dec2005,2005,"TFC","TRUIST FINANCIAL CORP","0000092230","Truist Financial Corp"
31dec2016,2016,"EQNR","EQUINOR ASA","0001140625","Equinor ASA"
31dec2006,2006,"AMGN","AMGEN INC","0000318154","Amgen Inc"
31dec2015,2015,"BOKF","BOK FINANCIAL CORP","0000875357","BOK Financial Corp"
30apr2006,2005,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
31dec2013,2013,"MT","ARCELORMITTAL","0001243429","Arcelormittal SA"
31dec2015,2015,"CLF","CLEVELAND-CLIFFS INC","0000764065","Cleveland-Cliffs Inc"
31dec2007,2007,"3NSRGY","NESTLE SA/AG","0000800921","Nestle SA, Cham Und Vevey"
31mar2009,2008,"CTX.2","CENTEX CORP","0000018532","Centex Corp."
31dec2015,2015,"RIO","RIO TINTO GROUP","0000863064","Rio Tinto Group"
31dec2003,2003,"CMS","CMS ENERGY CORP","0000811156","CMS Energy Corp"
31dec2010,2010,"ORAN","ORANGE","0001038143","ORANGE"
31dec2014,2014,"0176A","MUFG AMERICAS HOLDINGS CORP","0001011659","MUFG Americas Holdings Corp"
31dec2002,2002,"IMI.2","SAN PAOLO-IMI SPA","0000939187","Sanpaolo Imi SPA, Torino"
31dec2009,2009,"JPM","JPMORGAN CHASE & CO","0000019617","JPMorgan Chase & Co"
31may2004,2003,"CAG","CONAGRA BRANDS INC","0000023217","Conagra Brands Inc"
31dec2001,2001,"NWG","NATWEST GROUP PLC","0000844150","NatWest Group plc"
31dec2010,2010,"DNKEY","DANSKE BANK AS","0000800177","Danske Bank As"
31dec2005,2005,"MI.1","MARSHALL & ILSLEY CORP","0001399315","Marshall & Ilsley Corp"
31dec2006,2006,"ABNYY","ABN-AMRO HOLDINGS NV","","ABN Amro Holding NV"
31dec2010,2010,"ANTM","ANTHEM INC","0001156039","Anthem Inc"
31dec2016,2016,"CBD","COMPANHIA BRASILEIRA DE DIST","0001038572","Companhia Brasileira De Distribuicao"
31dec2012,2012,"NOK","NOKIA CORP","0000924613","Nokia Corp"
31dec2014,2014,"AR","ANTERO RESOURCES CORP","0001433270","Antero Resources Corporation"
31dec2008,2008,"SHPG","SHIRE PLC","0000936402","Shire PLC"
31dec2009,2009,"MET","METLIFE INC","0001099219","Metlife Inc."
31dec2008,2008,"PM","PHILIP MORRIS INTERNATIONAL","0001413329","Philip Morris International Inc"
31jan2014,2013,"CRM","SALESFORCE.COM INC","0001108524","salesforce.com Inc"
31dec2005,2005,"AXP","AMERICAN EXPRESS CO","0000004962","American Express Co"
31mar2003,2002,"ESALY","EISAI CO LTD","0000948406","Eisai Co Ltd"
31dec2002,2002,"AEP5","OHIO POWER","0000073986","Ohio Power"
31dec2016,2016,"CAT","CATERPILLAR INC","0000018230","Caterpillar Inc"
31dec2014,2014,"ACH","ALUMINUM CORP CHINA LTD","0001161611","Aluminum Corp of China Ltd"
31dec2016,2016,"ZION","ZIONS BANCORPORATION NA","0000109380","Zions Bancorporation NA"
31dec2001,2001,"TMX.","TELMEX-TELEFONOS DE MEXICO","0000866213","Telefonos De Mexico SA Telmex"
31dec2002,2002,"NT.US","NORTEL NETWORKS CP (US-GAAP)","","Nortel Networks Corp (US-GAAP)"
31dec2002,2002,"XEL","XCEL ENERGY INC","0000072903","Xcel Energy Inc."
31dec2016,2016,"RF","REGIONS FINANCIAL CORP","0001281761","Regions Financial Corp"
31dec2015,2015,"X","UNITED STATES STEEL CORP","0001163302","United States Steel Corp"
31dec2013,2013,"TTE","TOTALENERGIES SE","0000879764","TotalEnergies SE"
31mar2002,2001,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp Ntt"
31mar2008,2007,"5672A","TOYOTA MOTOR CREDIT CORP","0000834071","Toyota Motor Credit Corp"
31dec2012,2012,"REPYY","REPSOL SA","0000901576","Repsol SA"
31dec2012,2012,"VZ19","CELLCO PARTNERSHIP","0001175215","Cellco Partnership"
31dec2009,2009,"BG","BUNGE LTD","0001144519","Bunge Ltd"
31dec2015,2015,"Z","ZILLOW GROUP INC","0001617640","Zillow Group Inc"
31mar2015,2014,"IX","ORIX CORP","0001070304","Orix Corp"
31dec2005,2005,"MBT","MOBILE TELESYSTEMS PJSC","0001115837","Mobile TeleSystems PJSC"
31dec2014,2014,"FLR","FLUOR CORP","0001124198","Fluor Corp"
28feb2017,2016,"SVU","SUPERVALU INC","0000095521","SUPERVALU INC."
31dec2009,2009,"SKM","SK TELECOM CO LTD","0001015650","SK Telecom Co Ltd"
31dec2004,2004,"VWAGY","VOLKSWAGEN AG","0000839772","Volkswagen AG"
31dec2005,2005,"GM","GENERAL MOTORS CO","0001467858","General Motors Co"
31mar2009,2008,"PCRFY","PANASONIC CORP","0000063271","Panasonic Corp"
30apr2004,2003,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
31dec2016,2016,"ET","ENERGY TRANSFER LP","0001276187","Energy Transfer LP"
30sep2003,2003,"LU.1","LUCENT TECHNOLOGIES INC","0001006240","Lucent Technologies Inc"
31mar2015,2014,"PCRFY","PANASONIC CORP","0000063271","Panasonic Corp"
31oct2012,2012,"HPQ","HP INC","0000047217","HP Inc"
30sep2007,2007,"9352B","UNITED STATES POSTAL SERVICE","","United States Postal Service"
31mar2012,2011,"SHCAY","SHARP CORP","0000800840","Sharp Corp"
31dec2013,2013,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2010,2010,"KKR","KKR & CO INC","0001404912","KKR & Co Inc"
30nov2007,2007,"LEN","LENNAR CORP","0000920760","Lennar Corp"
31dec2004,2004,"CS","CREDIT SUISSE GROUP","0001159510","Credit Suisse Group"
31dec2005,2005,"AL.1","ALCAN INC","0000004285","Alcan Inc."
31dec2004,2004,"ZBH","ZIMMER BIOMET HOLDINGS INC","0001136869","Zimmer Biomet Holdings Inc"
31dec2015,2015,"PRG","PROG HOLDINGS INC","0001808834","PROG Holdings Inc"
31dec2016,2016,"ATVI","ACTIVISION BLIZZARD INC","0000718877","Activision Blizzard Inc"
31dec2003,2003,"APA","APA CORP","0001841666","APA Corporation"
31dec2013,2013,"BUD","ANHEUSER-BUSCH INBEV","0001668717","Anheuser-Busch InBev SA/NV"
31dec2003,2003,"DNA.2","GENENTECH INC","0000318771","Genentech Inc"
31dec2010,2010,"CAJ","CANON INC","0000016988","Canon Inc"
31dec2016,2016,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2013,2013,"BCS","BARCLAYS PLC","0000312069","Barclays PLC"
31dec2007,2007,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2003,2003,"OMG","OM GROUP INC","0000899723","OM Group Inc"
31dec2016,2016,"BUD","ANHEUSER-BUSCH INBEV","0001668717","Anheuser-Busch InBev SA/NV"
31dec2015,2015,"BHI","BAKER HUGHES INC","0000808362","Baker Hughes Inc"
31mar2007,2006,"MCK","MCKESSON CORP","0000927653","McKesson Corp"
31dec2015,2015,"DATA","TABLEAU SOFTWARE INC","0001303652","Tableau Software Inc"
31mar2015,2014,"FJTSY","FUJITSU LTD","0000039341","Fujitsu Ltd"
31dec2005,2005,"ENLAY","ENEL SPA","0001096200","Enel Ente Nazionale Per L'Energia Elettrica SPA, Roma"
31dec2005,2005,"VEON","VEON LTD","0001468091","VEON Ltd"
31dec2015,2015,"HMST","HOMESTREET INC","0001518715","HomeStreet Inc"
31dec2003,2003,"ORAN","ORANGE","0001038143","ORANGE"
31dec2004,2004,"BCS","BARCLAYS PLC","0000312069","Barclays PLC"
31dec2015,2015,"MBFI","MB FINANCIAL INC/MD","0001139812","MB Financial Inc"
31dec2004,2004,"CNA","CNA FINANCIAL CORP","0000021175","CNA Financial Corp"
31dec2009,2009,"MUR","MURPHY OIL CORP","0000717423","Murphy Oil Corp"
31dec2005,2005,"MEL.3","MELLON FINANCIAL CORP","0000064782","Mellon Financial Corp"
31dec2008,2008,"ABT","ABBOTT LABORATORIES","0000001800","Abbott Laboratories"
31dec2009,2009,"INT","WORLD FUEL SERVICES CORP","0000789460","World Fuel Services Corp"
31mar2012,2011,"TOSYY","TOSHIBA CORP","0000098573","Toshiba Corp"
31dec2012,2012,"AMX","AMERICA MOVIL SA DE CV","0001129137","America Movil SA De CV, Mexico"
31dec2009,2009,"HES","HESS CORP","0000004447","Hess Corp"
31mar2017,2016,"5672A","TOYOTA MOTOR CREDIT CORP","0000834071","Toyota Motor Credit Corp"
31aug2015,2015,"9919B","CHS INC","0000823277","CHS Inc"
31oct2013,2013,"HPQ","HP INC","0000047217","HP Inc"
31dec2014,2014,"UMPQ","UMPQUA HOLDINGS CORP","0001077771","Umpqua Holdings Corp"
31dec2014,2014,"ICE","INTERCONTINENTAL EXCHANGE","0001571949","Intercontinental Exchange Inc"
31dec2001,2001,"CS1","CREDIT SUISSE USA INC","0000029646","Credit Suisse (USA) Inc"
31dec2014,2014,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2014,2014,"NTRS","NORTHERN TRUST CORP","0000073124","Northern Trust Corp"
31dec2009,2009,"AMX","AMERICA MOVIL SA DE CV","0001129137","America Movil SA De CV, Mexico"
31mar2009,2008,"TKOMY","TOKIO MARINE HOLDINGS INC","0001169486","Tokio Marine Holdings Inc"
31dec2014,2014,"CLR","CONTINENTAL RESOURCES INC","0000732834","Continental Resources Inc"
31dec2006,2006,"AIG","AMERICAN INTERNATIONAL GROUP","0000005272","American International Group Inc"
31dec2015,2015,"JNJ","JOHNSON & JOHNSON","0000200406","Johnson & Johnson"
31dec2008,2008,"DDAIF","DAIMLER AG","0001067318","Daimler AG"
31dec2016,2016,"HZNP","HORIZON THERAPEUTICS PUB LTD","0001492426","Horizon Therapeutics Public Ltd Co"
31mar2002,2001,"FUJIY","FUJIFILM HLDGS CORP","0000800365","Fujifilm Holdings Corp"
31mar2015,2014,"5672A","TOYOTA MOTOR CREDIT CORP","0000834071","Toyota Motor Credit Corp"
31dec2016,2016,"SLB","SCHLUMBERGER LTD","0000087347","Schlumberger Ltd"
31dec2002,2002,"MEL.3","MELLON FINANCIAL CORP","0000064782","Mellon Financial Corp"
31mar2007,2006,"5672A","TOYOTA MOTOR CREDIT CORP","0000834071","Toyota Motor Credit Corp"
31dec2005,2005,"XTO","XTO ENERGY INC","0000868809","XTO Energy Inc."
31dec2016,2016,"RWEOY","RWE AG","0000939380","Rwe AG"
31dec2013,2013,"LVMUY","LVMH MOET HENNESSY LOUIS V","0000824046","LVMH Moet Hennessy Louis Vuitton SE"
31dec2004,2004,"S.4","SPRINT CORP","0000101830","Sprint Corp"
31dec2002,2002,"GLH","GALLAHER GROUP PLC","0001037333","Gallaher Group PLC, London"
31oct2011,2011,"HPQ","HP INC","0000047217","HP Inc"
31mar2005,2004,"NLOK","NORTONLIFELOCK INC","0000849399","NortonLifeLock Inc"
31mar2004,2003,"MUFG","MITSUBISHI UFJ FINANCIAL GRP","0000067088","Mitsubishi UFJ Financial Group"
31dec2016,2016,"BANR","BANNER CORP","0000946673","Banner Corp"
31mar2005,2004,"ALSMY","ALSTOM SA","0001062066","Alstom"
31dec2012,2012,"CTXS","CITRIX SYSTEMS INC","0000877890","Citrix Systems Inc."
31dec2013,2013,"SIVB","SVB FINANCIAL GROUP","0000719739","SVB Financial Group"
31mar2007,2006,"NLOK","NORTONLIFELOCK INC","0000849399","NortonLifeLock Inc"
31dec2011,2011,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2012,2012,"QCOR","QUESTCOR PHARMACEUTICALS INC","0000891288","Questcor Pharmaceuticals Inc."
31dec2007,2007,"WB.3","WACHOVIA CORP","0000036995","Wachovia Corp"
31dec2008,2008,"MBT","MOBILE TELESYSTEMS PJSC","0001115837","Mobile TeleSystems PJSC"
31dec2010,2010,"HIG","HARTFORD FINANCIAL SERVICES","0000874766","Hartford Financial Services Group Inc. (The)"
31mar2004,2003,"ALSMY","ALSTOM SA","0001062066","Alstom"
31dec2007,2007,"NBGGY","NATIONAL BANK OF GREECE","0001096061","National Bank of Greece"
31mar2004,2003,"VOD","VODAFONE GROUP PLC","0000839923","Vodafone Group PLC"
31dec2012,2012,"BNPQY","BNP PARIBAS","0000310732","BNP Paribas"
31dec2007,2007,"VALE","VALE SA","0000917851","Vale SA"
30sep2006,2006,"9352B","UNITED STATES POSTAL SERVICE","","United States Postal Service"
31dec2016,2016,"ENGIY","ENGIE SA","0001243443","Engie SA"
31dec2016,2016,"DVN","DEVON ENERGY CORP","0001090012","Devon Energy Corp"
31dec2004,2004,"UBS","UBS GROUP AG","0001610520","UBS Group AG"
31dec2014,2014,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Communications Inc"
31mar2003,2002,"DCMYY","NTT DOCOMO INC","0001166141","Ntt Docomo Inc"
31dec2005,2005,"NCC","NATIONAL CITY CORP","0000069970","National City Corp"
31dec2013,2013,"QCOR","QUESTCOR PHARMACEUTICALS INC","0000891288","Questcor Pharmaceuticals Inc."
31jan2012,2011,"WMT","WALMART INC","0000104169","Walmart Inc"
31dec2003,2003,"GE","GENERAL ELECTRIC CO","0000040545","General Electric Co"
31dec2008,2008,"ITUB","ITAU UNIBANCO HLDG SA","0001132597","Itau Unibanco Holding SA"
31dec2007,2007,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Inc"
31dec2001,2001,"WYE","WYETH","0000005187","Wyeth"
31dec2002,2002,"EEP","ENBRIDGE ENERGY PRTNRS  -LP","0000880285","Enbridge Energy Partners LP"
31dec2002,2002,"XOM","EXXON MOBIL CORP","0000034088","Exxon Mobil Corp"
31mar2013,2012,"FJTSY","FUJITSU LTD","0000039341","Fujitsu Ltd"
31dec2006,2006,"SE1","SPECTRA ENERGY CAPITAL LLC","0001051116","Spectra Energy Capital LLC"
31dec2008,2008,"ALL","ALLSTATE CORP","0000899051","Allstate Corp (The)"
31dec2016,2016,"PBR","PETROLEO BRASILEIRO SA- PETR","0001119639","Petroleo Brasileiro S.A.- Petrobras"
31dec2014,2014,"ABBV","ABBVIE INC","0001551152","AbbVie Inc"
31dec2004,2004,"VZ19","CELLCO PARTNERSHIP","0001175215","Cellco Partnership"
31jan2014,2013,"LDOS","LEIDOS HOLDINGS INC","0001336920","Leidos Holdings Inc"
31dec2007,2007,"WY","WEYERHAEUSER CO","0000106535","Weyerhaeuser Co"
31dec2003,2003,"EP2","EL PASO CGP CO","0000021267","El Paso CGP Co"
31dec2001,2001,"PCG","PG&E CORP","0001004980","PG&E Corp"
31dec2012,2012,"3NSRGY","NESTLE SA/AG","0000800921","Nestle SA, Cham Und Vevey"
31mar2013,2012,"FLEX","FLEX LTD","0000866374","Flex Ltd"
31dec2001,2001,"EONGY","E.ON SE","0001136808","E.ON SE"
31dec2006,2006,"3NSRGY","NESTLE SA/AG","0000800921","Nestle SA, Cham Und Vevey"
31dec2004,2004,"ITUB","ITAU UNIBANCO HLDG SA","0001132597","Itau Unibanco Holding SA"
31dec2016,2016,"BHI","BAKER HUGHES INC","0000808362","Baker Hughes Inc"
31dec2016,2016,"PKX","POSCO","0000889132","Posco"
31dec2004,2004,"ING","ING GROEP NV","0001039765","ING Groep NV"
31dec2007,2007,"OVV","OVINTIV INC","0001792580","Ovintiv Inc"
31dec2016,2016,"0181A","WELLS FARGO RL ESTATE INVEST","0001616093","Wells Fargo Real Estate Investment Corp"
31dec2015,2015,"HAL","HALLIBURTON CO","0000045012","Halliburton Co"
31dec2005,2005,"SE1","SPECTRA ENERGY CAPITAL LLC","0001051116","Spectra Energy Capital LLC"
31dec2010,2010,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2012,2012,"LYB","LYONDELLBASELL INDUSTRIES NV","0001489393","LyondellBasell Industries NV"
31dec2008,2008,"GWO1","GREAT-WEST LIFE & ANN INS CO","0000744455","Great-West Life & Annuity Insurance Co"
31dec2007,2007,"HSBC","HSBC HLDGS PLC","0001089113","HSBC Holdings PLC"
31dec2015,2015,"HFC","HOLLYFRONTIER CORP","0000048039","HollyFrontier Corp"
31dec2012,2012,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2005,2005,"FHN","FIRST HORIZON CORP","0000036966","First Horizon Corp"
31may2017,2016,"ORCL","ORACLE CORP","0001341439","Oracle Corp"
31dec2015,2015,"EXPE","EXPEDIA GROUP INC","0001324424","Expedia Group Inc"
31dec2006,2006,"SNY","SANOFI","0001121404","Sanofi"
31dec2006,2006,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Communications Inc"
31dec2005,2005,"PNLYY","POSTNL NV","0001725969","PostNL NV"
31dec2012,2012,"BAC2","MERRILL LYNCH & CO INC","0000065100","Merrill Lynch & Co Inc"
31dec2012,2012,"BIIB","BIOGEN INC","0000875045","Biogen Inc"
31dec2014,2014,"ORAN","ORANGE","0001038143","ORANGE"
31mar2009,2008,"AFLYY","AIR FRANCE - KLM","0001110452","Air France - KLM"
31dec2009,2009,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2002,2002,"OKE","ONEOK INC","0001039684","ONEOK Inc"
31dec2012,2012,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
31dec2014,2014,"AZN","ASTRAZENECA PLC","0000901832","Astrazeneca PLC"
31dec2009,2009,"LVMUY","LVMH MOET HENNESSY LOUIS V","0000824046","LVMH Moet Hennessy Louis Vuitton SE"
31dec2014,2014,"EPEGQ","EP ENERGY CORP","0001584952","EP Energy Corp"
31dec2007,2007,"VEON","VEON LTD","0001468091","VEON Ltd"
31dec2005,2005,"BR.2","BURLINGTON RESOURCES INC","0000833320","Burlington Resources Inc"
30nov2008,2008,"LEN","LENNAR CORP","0000920760","Lennar Corp"
31dec2013,2013,"NUS","NU SKIN ENTERPRISES  -CL A","0001021561","Nu Skin Enterprises Inc."
31dec2004,2004,"MCIP","MCI INC","0000723527","MCI Inc"
31dec2013,2013,"TSM","TAIWAN SEMICONDUCTOR MFG CO","0001046179","Taiwan Semiconductor Manufacturing Co Ltd"
31mar2010,2009,"VOD","VODAFONE GROUP PLC","0000839923","Vodafone Group PLC"
31dec2008,2008,"GILD","GILEAD SCIENCES INC","0000882095","Gilead Sciences Inc"
31dec2014,2014,"GE","GENERAL ELECTRIC CO","0000040545","General Electric Co"
31dec2006,2006,"8356B","CALPINE CORP","0000916457","Calpine Corp"
31dec2002,2002,"IDA","IDACORP INC","0001057877","IDACORP Inc."
31dec2014,2014,"VLO","VALERO ENERGY CORP","0001035002","Valero Energy Corp"
31dec2013,2013,"EQNR","EQUINOR ASA","0001140625","Equinor ASA"
31dec2006,2006,"BBD","BRADESCO BANCO","0001160330","Banco Bradesco Sa Brad"
31aug2002,2002,"1970B","FARMLAND INDUSTRIES INC","0000034616","Farmland Industries Inc"
31dec2007,2007,"KO","COCA-COLA CO","0000021344","Coca-Cola Co (The)"
31dec2002,2002,"BAYRY","BAYER AG","0000790075","Bayer AG"
31dec2009,2009,"ABT","ABBOTT LABORATORIES","0000001800","Abbott Laboratories"
31dec2012,2012,"SAP","SAP SE","0001000184","SAP SE"
31dec2014,2014,"BASFY","BASF SE","0001717557","BASF SE"
31mar2011,2010,"MCK","MCKESSON CORP","0000927653","McKesson Corp"
31dec2008,2008,"KO","COCA-COLA CO","0000021344","Coca-Cola Co (The)"
30apr2002,2001,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
31dec2016,2016,"ABEV","AMBEV SA","0001565025","Ambev SA"
31dec2011,2011,"HBC1","HSBC FINANCE CORP","0000354964","HSBC Finance Corp"
31dec2015,2015,"SLB","SCHLUMBERGER LTD","0000087347","Schlumberger Ltd"
31mar2017,2016,"TOSYY","TOSHIBA CORP","0000098573","Toshiba Corp"
31dec2009,2009,"DVN","DEVON ENERGY CORP","0001090012","Devon Energy Corp"
31dec2011,2011,"CEO","CNOOC LTD","0001095595","Cnooc Ltd"
31mar2014,2013,"BABA","ALIBABA GROUP HLDG","0001577552","Alibaba Group Holding Ltd"
31dec2007,2007,"MRO","MARATHON OIL CORP","0000101778","Marathon Oil Corp"
31mar2005,2004,"NIPNY","NEC CORP","0000072127","Nec Corp"
31dec2016,2016,"YUM","YUM BRANDS INC","0001041061","YUM! Brands Inc."
31dec2010,2010,"CVS","CVS HEALTH CORP","0000064803","CVS Health Corp"
31may2003,2002,"CAG","CONAGRA BRANDS INC","0000023217","Conagra Brands Inc"
31dec2002,2002,"SHRGY","BAYER SCHERING PHARMA AG","0001124139","Bayer Schering Pharma AG"
31dec2008,2008,"OXY","OCCIDENTAL PETROLEUM CORP","0000797468","Occidental Petroleum Corp"
31dec2001,2001,"CPQ.2","COMPAQ COMPUTER CORP","0000714154","Compaq Computer Corp"
31dec2003,2003,"EXPE","EXPEDIA GROUP INC","0001324424","Expedia Group Inc"
31dec2013,2013,"ENGIY","ENGIE SA","0001243443","Engie SA"
31dec2001,2001,"MDLZ","MONDELEZ INTERNATIONAL INC","0001103982","Mondelez International Inc"
31dec2004,2004,"FCAU","FIAT CHRYSLER AUTOMOBILES NV","","Fiat Chrysler Automobiles NV"
31dec2002,2002,"PFE","PFIZER INC","0000078003","Pfizer Inc"
31dec2015,2015,"PBF","PBF ENERGY INC","0001534504","PBF Energy Inc"
31dec2005,2005,"SNV","SYNOVUS FINANCIAL CORP","0000018349","Synovus Financial Corp."
31dec2008,2008,"WY","WEYERHAEUSER CO","0000106535","Weyerhaeuser Co"
31dec2006,2006,"MRO","MARATHON OIL CORP","0000101778","Marathon Oil Corp"
31dec2015,2015,"LNKD","LINKEDIN CORP","0001271024","LinkedIn Corp"
31jul2015,2015,"CSCO","CISCO SYSTEMS INC","0000858877","Cisco Systems Inc"
31dec2001,2001,"RDPL","ROYAL DUTCH PETROLEUM NV","0000085486","Royal Dutch Petroleum Co, Den Haag"
31mar2015,2014,"SONY","SONY GROUP CORPORATION","0000313838","Sony Group Corporation"
31mar2006,2005,"SONY","SONY GROUP CORPORATION","0000313838","Sony Group Corporation"
31dec2016,2016,"NOV","NOV INC","0001021860","NOV Inc"
31dec2004,2004,"BSX","BOSTON SCIENTIFIC CORP","0000885725","Boston Scientific Corp"
31dec2002,2002,"AEP1","APPALACHIAN POWER","0000006879","Appalachian Power"
31dec2008,2008,"GOOGL","ALPHABET INC","0001652044","Alphabet Inc"
31dec2008,2008,"VMW","VMWARE INC -CL A","0001124610","VMware Inc"
31dec2016,2016,"BHF","BRIGHTHOUSE FINANL INC","0001685040","Brighthouse Financial Inc"
31dec2014,2014,"F1","FORD MOTOR CREDIT CO LLC","0000038009","Ford Motor Credit Co LLC"
31dec2010,2010,"SSREY","SWISS RE LTD","0001471515","Schweizerische Rueckversicherungs-Gesellschaft, Zuerich"
31dec2003,2003,"PTR","PETROCHINA CO LTD","0001108329","Petrochina Co Ltd"
31mar2017,2016,"SSEZY","SCOTTISH & SOUTHERN ENERGY","0000877024","Scottish and Southern Energy PLC"
31dec2016,2016,"STT","STATE STREET CORP","0000093751","State Street Corporation"
31dec2002,2002,"AET","AETNA INC","0001122304","Aetna Inc."
31dec2015,2015,"GLP","GLOBAL PARTNERS LP","0001323468","Global Partners LP"
31dec2016,2016,"BIVV","BIOVERATIV INC","0001681689","Bioverativ Inc"
30sep2008,2008,"QCOM","QUALCOMM INC","0000804328","QUALCOMM Inc."
31dec2008,2008,"RHHBY","ROCHE HOLDING AG","0000889131","Roche Holding AG"
31dec2011,2011,"ING","ING GROEP NV","0001039765","ING Groep NV"
31dec2010,2010,"VEOEY","VEOLIA ENVIRONNEMENT","0001160110","Veolia Environnement, Paris"
31dec2009,2009,"DB","DEUTSCHE BANK AG","0001159508","Deutsche Bank AG"
30jun2002,2002,"TMG.1","TRANSMONTAIGNE INC","0000755199","TransMontaigne Inc"
31dec2009,2009,"CAT","CATERPILLAR INC","0000018230","Caterpillar Inc"
31dec2011,2011,"BAESY","BAE SYSTEMS PLC","0000895564","BAE Systems PLC"
31dec2005,2005,"ABNYY","ABN-AMRO HOLDINGS NV","","ABN Amro Holding NV"
31dec2014,2014,"EQNR","EQUINOR ASA","0001140625","Equinor ASA"
31dec2015,2015,"STI","SUNTRUST BANKS INC","0000750556","SunTrust Banks Inc."
31jan2015,2014,"CRM","SALESFORCE.COM INC","0001108524","salesforce.com Inc"
31dec2010,2010,"AEG","AEGON NV","0000769218","Aegon NV"
31dec2002,2002,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2001,2001,"AZN","ASTRAZENECA PLC","0000901832","Astrazeneca PLC"
31dec2009,2009,"LUKOY","OIL CO LUKOIL PJSC","0000940173","Oil Co LUKOIL PJSC"
31dec2016,2016,"REPYY","REPSOL SA","0000901576","Repsol SA"
31oct2016,2016,"AVGO","BROADCOM INC","0001730168","Broadcom Inc"
31mar2002,2001,"VOD","VODAFONE GROUP PLC","0000839923","Vodafone Group PLC"
31dec2004,2004,"WMB","WILLIAMS COS INC","0000107263","Williams Cos Inc. (The)"
31dec2002,2002,"AVA","AVISTA CORP","0000104918","Avista Corp"
31jan2004,2003,"WMT","WALMART INC","0000104169","Walmart Inc"
31dec2016,2016,"MET2","BRIGHTHOUSE LIFE INSURNCE CO","0000733076","MetLife Insurance Company USA"
31dec2001,2001,"BA2","BOEING CAPITAL CORP","0000711513","Boeing Capital Corp"
31dec2016,2016,"MET","METLIFE INC","0001099219","Metlife Inc."
31dec2012,2012,"EOG","EOG RESOURCES INC","0000821189","EOG Resources Inc."
31dec2003,2003,"PUK","PRUDENTIAL PLC","0001116578","Prudential PLC"
31dec2007,2007,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2015,2015,"SHPG","SHIRE PLC","0000936402","Shire PLC"
30jun2013,2013,"CAH","CARDINAL HEALTH INC","0000721371","Cardinal Health Inc"
31dec2001,2001,"PCG2","PG&E NATL ENERGY GROUP INC","0001129989","Pg&E Natl Energy Group Inc"
31dec2005,2005,"EOG","EOG RESOURCES INC","0000821189","EOG Resources Inc."
31dec2015,2015,"HBAN","HUNTINGTON BANCSHARES","0000049196","Huntington Bancshares Inc"
31dec2010,2010,"WCRX","WARNER CHILCOTT PLC","0001323854","Warner Chilcott Plc"
31dec2007,2007,"JPM","JPMORGAN CHASE & CO","0000019617","JPMorgan Chase & Co"
31dec2006,2006,"STRZA","STARZ","0001507934","Starz"
31dec2015,2015,"HSBC","HSBC HLDGS PLC","0001089113","HSBC Holdings PLC"
31dec2004,2004,"EBAY","EBAY INC","0001065088","eBay Inc."
31dec2009,2009,"REPYY","REPSOL SA","0000901576","Repsol SA"
31dec2015,2015,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Communications Inc"
